panel,figure_label,method,program,seed,rqvi_gp,flashier_factor,gene,gene_effect,mean_log_expr,source_column,above_0p1,abs_above_0p1,rank_positive_effect,rank_abs_effect
FigS7i,Figure S7i,RQVI,"RQVI GP110 (seed 1), best match for Flashier F58",1,110,58,Arl5c,0.11626785,0.1216305882882449,110,True,True,78,158
FigS7i,Figure S7i,RQVI,"RQVI GP110 (seed 1), best match for Flashier F58",1,110,58,Scml4,0.11381837,0.2508529010996994,110,True,True,79,165
FigS7i,Figure S7i,RQVI,"RQVI GP110 (seed 1), best match for Flashier F58",1,110,58,Slc28a2b,0.11093304,0.0378774318645005,110,True,True,80,168
FigS7i,Figure S7i,RQVI,"RQVI GP110 (seed 1), best match for Flashier F58",1,110,58,Ets1,0.109663606,0.6942157363277947,110,True,True,81,170
FigS7i,Figure S7i,RQVI,"RQVI GP110 (seed 1), best match for Flashier F58",1,110,58,Bach2,0.10940857,0.3327188188557483,110,True,True,82,171
FigS7i,Figure S7i,RQVI,"RQVI GP110 (seed 1), best match for Flashier F58",1,110,58,Draxin,0.10696034,0.0005976706969892,110,True,True,83,175
FigS7i,Figure S7i,RQVI,"RQVI GP110 (seed 1), best match for Flashier F58",1,110,58,Cd53,0.10570639,0.4519938766216501,110,True,True,84,178
FigS7i,Figure S7i,RQVI,"RQVI GP110 (seed 1), best match for Flashier F58",1,110,58,Tagap,0.10484518,0.1334337926254649,110,True,True,85,180
FigS7i,Figure S7i,RQVI,"RQVI GP110 (seed 1), best match for Flashier F58",1,110,58,Cd27,0.104543865,0.2856684812713603,110,True,True,86,181
FigS7i,Figure S7i,RQVI,"RQVI GP110 (seed 1), best match for Flashier F58",1,110,58,Pdk1,0.10405974,0.0852018348645926,110,True,True,87,183
FigS7i,Figure S7i,RQVI,"RQVI GP110 (seed 1), best match for Flashier F58",1,110,58,Atp11b,0.10129514,0.2243586391992782,110,True,True,88,189
FigS7i,Figure S7i,RQVI,"RQVI GP110 (seed 1), best match for Flashier F58",1,110,58,Cd69,0.10066208,0.1873477848525915,110,True,True,89,190
