,mean_log_expr
Dpp4,0.1026387248668959
Prkacb,0.1793726272822549
Nfatc1,0.1996722491293968
Sos2,0.03753909308706408
Zfp583,0.002707194405543091
Samd13,0.001692079311556393
Cdh10,0.0018160647793813106
Mef2c,0.0018629059364686867
Miox,0.0004396557732103256
Fndc7,0.0002231936972276427
Fam135a,0.00045719155850634433
Tssk6,0.0034392409525448447
Cyp4f40,7.317200340258816e-06
Esrrb,2.369285955100706e-05
Usp33,0.032916755247747446
Cd2ap,0.09821567553975523
Sema4f,0.01498483781112584
Nmur2,6.893538083861903e-05
Kazn,0.00015352746885514672
Efna5,0.0003668473450093985
Hlf,0.008835964737709643
Eif2ak4,0.018784246319055817
Cerk,0.05288434141547543
Nelfa,0.05482599716253847
Cbfb,0.10147925587062467
Top3a,0.01993176003443424
Herc1,0.1490312971127133
Ccnk,0.06223594691833798
Wrn,0.08665644081331851
Myt1,1.7571094971092e-05
Cxcl12,0.0001461556613789112
Odf4,5.805878318429934e-05
Gm16253,0.0023401025768055505
Ntrk2,0.00012344824684354475
Prkn,0.0017829266081199739
Zfp992,0.005496450626642584
Syngap1,0.00031535326814321996
Zbtb5,0.0129733856599518
Sptlc3,2.7879968680547964e-05
Zfp469,5.72435651125938e-05
Ank2,0.0005516993247415596
Slc25a46,0.04510766857054109
Abo,1.7331294009920455e-05
Zfp445,0.07419174221961357
Hbb-bt,0.0010490597238945727
Zfp970,0.0014132192042944753
E2f2,0.01797416079277375
Il13,0.003372692254607327
Prelp,1.447932453965321e-05
Vmn2r26,1.3478894706522407e-05
Armcx3,0.01197937146772367
Wdr36,0.05960808581492511
Prpf38b,0.16794668925939968
Dchs1,3.4700753859097586e-05
Brwd1,0.07825804831197497
Daglb,0.014530397437239233
Golga4,0.0834193829112956
Klhdc2,0.10441082020514829
Klf12,0.010233986363733046
Olfml2a,4.3274651737140994e-05
Mef2a,0.12200534188206853
Gm30083,6.2196894175956945e-06
Phactr1,0.00013229482498718713
Usp17lc,2.5185169548548693e-06
Slc9a3,7.009889318553697e-05
Gm15097,7.031191057026132e-06
Nipsnap2,0.04706035027645039
Ms4a3,0.00011458601113087479
Ocrl,0.01190928210993648
Gm3667,0.0006946950620317511
Zfp281,0.0526864749004862
Arsk,0.00989364545756448
Plppr4,1.454870538245866e-05
Nudcd3,0.1134783242149838
Grip1,0.00025507427575835576
Spast,0.04515191347968447
Tyw1,0.045268820394889234
Slmap,0.09654858206177858
Gfral,1.677365448671552e-05
Pon1,1.4583729143908104e-05
Gch1,0.0911001431027102
Npsr1,4.6547931947286175e-05
Trappc10,0.06909709332434308
Ndc1,0.008515238410136036
Wdr48,0.05598879193212857
Usp20,0.02474629180819193
Tug1,0.031094548016893542
Map7,0.019487913158328787
Tox,0.31461085682953743
Garnl3,0.0013562009478300953
Elf2,0.18105511510472766
Lancl3,0.004005178355382982
Bmper,5.27150061328795e-05
Mixl1,9.68550428791293e-06
Zhx3,0.02414782230976672
Pdzd4,0.0011169852415979138
Mip,6.629624574748027e-05
Stab2,0.0008460292961008934
Slc36a2,1.3671766967854834e-05
Gm49359,0.015617024539504275
Lama2,6.943603476465513e-05
Polr1e,0.02113224361504362
Sirt5,0.02160295473810872
Ephx3,0.0003524096400327347
Adcy9,0.0018966930273676026
Mindy4,8.687068321435824e-05
Nme5,4.526848670836422e-05
Tmem184a,4.313212518695368e-05
Uhmk1,0.06358535507495913
Usp38,0.09676642436555072
Lamc1,0.02919217729517875
Hif3a,0.00047794768417440506
Fnbp1l,0.0014611385588910205
Rdx,0.11194352523903588
Exog,0.015709869658564184
Zfp958,0.025954572061442045
Natd1,0.010435144013218546
Smo,0.001399621400717457
Serpini2,9.555814511022207e-06
Cnnm1,0.00010269217101470076
Spocd1,1.723329629843865e-05
Il2ra,0.05763183937668396
Plbd1,0.0011432718365868028
Myo10,0.015997679797267003
Zfp260,0.06768198530778392
Naa40,0.04311517835682411
Fut8,0.0828572891347186
Pomt2,0.004029333828974454
Ncoa2,0.1597462108494288
Fbxl2,0.007755765295602823
Rsph6a,4.7027813699270326e-05
Glmp,0.16334622035597585
Tdrd3,0.023898711654739526
Mpp1,0.07593878102198962
Cspp1,0.05059758505607382
Rabgap1l,0.31399071529116995
Runx3,0.1877284793091429
Matn3,3.594507003862402e-05
Cd209c,2.2493716321397868e-05
Slc10a1,0.0014468367650537096
Plac8,0.14230592968644717
Mettl16,0.05751507999579717
Cyb5rl,0.005590874307322621
Creb3l2,0.015895476814725768
Gnl2,0.07338121585447528
Atl2,0.026326085915416682
Riok2,0.04467462755676777
Taf1d,0.10586875424466669
Krtdap,0.00014530446280252614
Thoc2l,0.053340709387448074
Ptgdr2,0.0006000284171138127
Mavs,0.02632563818502255
Ttn,0.006512614448306084
Mau2,0.0810647635846417
Ttc28,0.050524568337247965
Mrs2,0.033947880867082704
Nrp1,0.03913577877767391
Ahdc1,0.026463414499986532
Spats2,0.008414762992483334
Usp54,0.005035730579563697
Atp6ap1,0.10693793752431019
S100a1,0.016393061354419154
Tgfb1i1,0.0014408467359561038
Wfdc2,0.0009131783949574416
Vcpip1,0.06848424273941815
Helq,0.01754047204945094
Mypn,0.00010372346008600519
Gaa,0.019948998138440085
Dgki,0.0018056321021809806
Inafm2,0.006995186892511086
Fmnl1,0.25950739886384006
Dip2a,0.009008287643962373
Epha1,0.00040842371762740703
Dop1b,0.05263462966671186
Vrk2,0.05606705797266583
Ehmt1,0.08621596607100934
Klhl24,0.08521055431359129
Hace1,0.032793121550800705
3110082I17Rik,0.017899429367698578
Plaa,0.10504728552880849
Usp22,0.04238977246896019
Fancm,0.01853962108903058
Cpne5,0.001350225063051976
Mtrex,0.06940533489124637
Plcb4,0.022276783029317137
Spata45,0.00016938153719715958
Cst7,0.2211911299338021
Ereg,1.3569678411648698e-05
Arhgef28,0.0006984508052283511
Xrn1,0.12041982231748986
Tubb1,3.317940443327079e-05
Crebzf,0.08550471874187199
Epha3,0.0014228124355854348
Il1a,0.0001988835957420212
Dipk1a,0.14270596616888714
Dzip1,0.026097256068831096
Abhd2,0.059091747264508464
Zfp64,0.03563565822649244
Nckap5,0.0033976465580323203
Svip,0.001001237699326515
Procr,0.00010720311999743663
Rnase6,0.00163531652473059
Cwh43,9.866498231539825e-06
Grm8,0.00023881692175983302
Akr1c6,6.893880567499472e-05
Dab2ip,0.0018908296008988482
Col19a1,4.9693387280705484e-05
Hmgxb4,0.042091826599349486
Sema3c,0.00022141831266735612
Rnf213,0.14479263646323196
Tent4a,0.01156336994307338
Crbn,0.09650302520982003
Ehd3,0.09973269776531489
Sohlh1,2.0171935824077316e-05
Adgrl3,0.0002056113654809943
Zc3h6,0.0409143757166292
Ikzf1,0.47785769306403003
Pigv,0.026959405785266424
Bsnd,4.851019074066946e-06
Ccdc117,0.060367629833537356
P2rx5,0.0002090130019752662
Zzz3,0.07100035509893418
Pgm5,2.0391524715186047e-05
Ylpm1,0.09925548239953072
Klk13,0.00028068595306844385
Cyp11a1,0.0003015954679735832
Rapgef5,0.005626686991966376
Rbbp5,0.03826549685098555
2700049A03Rik,0.01771656312147122
Fgf1,7.661881695336527e-05
Egfl6,6.104842763855113e-05
Tbccd1,0.017745144762729266
Dmp1,2.044404212336405e-06
Ugt1a7c,0.0008471837348219319
Thoc2,0.1441341868503192
Msantd1,0.0010830139087054057
Spag6,0.00022495002661589508
Bnc2,4.4976486084222926e-05
Rbl1,0.04684633199534181
Aspm,0.007186248141778586
Lrrc74b,0.00020908181662357
Zfp874a,0.010339138279961586
Zfp3,0.009242284977700693
Prdm4,0.015790439167637626
Ets2,0.050515537699009246
Usf3,0.03201822317737034
Gm17067,6.201032235987029e-06
Frem3,0.00021098765367263785
Iffo1,0.027509007117992708
Colq,0.004017609360731195
Ppm1l,0.015954019728408132
Dytn,1.3444088867433794e-05
Anks1b,0.009792039774874865
Prox2,0.004705027170522218
Tent5d,0.0008465725891790041
Adrb2,0.04168960585227575
Tbkbp1,0.006403126310147225
Plet1,0.00023373142798831852
Zfp689,0.008936069310867514
Gm28047,0.0005548998957531903
Pik3r4,0.028667292738758562
Clasp2,0.08483915270803519
C2cd4b,0.003121075676885612
Vps9d1,0.02760848524196587
Faiml,1.0298581245490189e-05
Smim10l1,0.05818710961730273
Zfp773,0.009357574709112117
Akna,0.21395611263463163
Gm20695,0.00036977533793499306
Ilf3,0.05478501545793165
Cdk12,0.09469408662466423
Cul7,0.004491930899035711
Gpatch2l,0.0426008477844981
Clcn6,0.012521826551879826
Gm20662,0.00043798997293048846
Zfp668,0.01944290091994394
Zdhhc14,0.013745930661868667
Grin2a,3.195775536774612e-05
Gng3,0.0021790173670933484
Npr3,2.368337651904369e-05
Hspb6,0.0037409812646698997
Cpsf1,0.0650391348205223
Cd55b,0.00031829631454384613
Runx2,0.060755557139565236
Capn8,7.365497790983044e-06
Rfc1,0.0867976417981903
Gm14399,0.001380687134442731
Aqp11,0.0025967683156136612
Arhgef10,0.01682864867280133
Wfdc17,0.0009001752088513603
Etnk1,0.15110987972282228
Klf3,0.26080093642244984
Cenpc1,0.031241866369507543
Sstr3,0.00016184128661445369
Kri1,0.08107430435127404
Lix1l,0.0008173674716719629
Wdr49,0.002031346837645913
Pianp,0.0019404533375922749
Snx22,0.0012871823500561728
Nlrc4,0.001090446237085771
Zfp628,0.013382194352475507
Slc35c1,0.046749017966715004
Lyplal1,0.0003308067455010731
Tlcd4,0.004428923206887174
Sec24a,0.05532563874143428
Lactb2,0.03853801416857653
Akap10,0.06745836650519994
Scn3b,0.00013721927697395717
Dmrt2,0.00019988070035379955
Prex2,0.00020046203842826658
Hdac6,0.006486761445342192
Srgn,0.9423947321893886
Larp4b,0.13737749925979045
Ncstn,0.08611964732016594
Synm,3.366139613227278e-05
Dync1h1,0.14909098245497238
Nlk,0.11102511377424512
Tnf,0.06119057345214275
Exph5,0.0010788608006349835
Fndc3a,0.10085606824573866
Cytl1,1.0896008749813476e-05
Pde6a,0.000646444649290335
Zfp931,0.012935623722968222
Kctd12b,0.0014256486184552643
Gm10337,5.57517857644686e-05
Ggn,0.00019138915297921966
2200002J24Rik,3.130377287184675e-06
Dnajb8,9.780486920968058e-05
Ppp1r16b,0.142886389501202
Ranbp9,0.14319309928187068
Grn,0.03212075705297228
Rhox6,4.2156319253511276e-05
Vmn1r80,1.5559388241532073e-06
Prodh,0.0026690484433880696
Ipmk,0.03276621551377474
Mbtps1,0.07316494175324492
Ptpn14,0.0016838463295082654
Smchd1,0.28382406825861
Aqp9,0.003259528959613047
Vmn1r1,2.366859356979331e-05
Nol10,0.05095383876753498
Zfc3h1,0.10180273349082868
Herc6,0.04588055414721927
Prr14,0.07247412329748237
Usp10,0.04927716892898579
Inpp4b,0.5960216713794264
Cd74,0.06849696511754184
Tuba3a,0.0014180977984847207
Vmn2r11,3.4742720982053133e-06
Gm3173,0.0001187266685522919
Trdmt1,0.008936782475441626
Mrps2,0.029119924033392926
Ugt1a2,3.5385014243711395e-06
Ptgr2,0.02912856901227719
Sptbn2,0.000381098437591285
Lrriq3,0.0010625806358279563
Mst1,0.002016761260727475
Slc22a17,0.002655208027780826
Fgf3,2.4351601518574684e-06
Septin11,0.0955901345159368
Phf11a,0.012939744031839189
Snx14,0.04265979694082887
Zfp809,0.03611106724011831
Fam3c,0.1265067936026493
Cdh9,1.4627388397365485e-05
Prpf18,0.05037435030334065
Septin2,0.0061080879230246314
Map4k5,0.0120182556677005
Ppp1r10,0.0993260849623048
Taf4b,0.03781381056125338
Dipk2b,2.3623305660859102e-05
Ascc2,0.03399272373363426
Ak1,4.589662998714782e-05
Stam,0.02381350537534858
Il7,0.0006536520882610611
Celf3,0.0003337913859495234
Pde10a,0.0027133668449174607
Slamf7,0.0814592883576533
Skil,0.12395147605669171
Mov10,0.03789490773955175
Cmbl,0.00030017383701964314
Sdr39u1,0.06714289312395792
Dock4,0.008340795546355763
Jarid2,0.20314095572746743
Erlin2,0.014107596990285921
1700088E04Rik,0.000819915720985247
Ccl22,6.48377784427645e-05
Rfx2,0.005530996109580382
Ctdsp2,0.05044193281344076
Itpk1,0.06645307704567277
Utrn,0.4178622261024133
Ap5m1,0.041835611075880845
Ccnj,0.005408833305875883
Dnajb5,0.010148456535667207
Ces2c,0.0036159480094734853
Rasgrf2,0.007875100870540632
Vmn2r79,3.846568109905246e-05
Arhgap17,0.08222318225943026
Cyp2c70,1.0961139675093113e-05
Sdhaf3,0.017297834896687098
Dntt,0.003308303471587305
Il6,0.00020913023260890992
Zfp791,0.00020252590329110246
Rgl3,3.690829693289635e-05
Mtor,0.03709870689108423
Tmem106c,0.023959339181620656
Tmod1,0.0013357996649188168
Caskin1,9.20803526678862e-05
Fam193b,0.03805962712817381
Pcp2,0.00016392792817578915
Cplane2,0.0032643363001923927
Zbtb18,0.005468975181031078
Depdc1b,0.006060335005911614
Mid1,0.017629281706351592
Gast,1.2990322820193377e-05
Cyth3,0.0549553394330434
Zfp329,0.058425303854955285
Wnt3,0.0010504387614678724
Gpsm2,0.014228517784298284
Rdh16,2.5283780253420022e-05
Apoa1,0.0010653556364582464
Wapl,0.19178060124117002
Ap2b1,0.08169365464282334
Pld5,3.494409997323735e-05
Hmgxb3,0.03870352785918189
Trpm6,0.004346047729850273
Zc2hc1a,0.0035002487130619355
Fam83h,0.00047675108104904863
Trhr,1.325032537301915e-05
Ddx11,0.01792966614522747
Rad21,0.1395935191703484
Nkapd1,0.035422556798417326
Areg,0.044067919532598254
Adgra1,1.631618568513612e-05
Btc,0.0009459050982575049
Tmem220,0.002437234601364985
Klf1,0.00029812654280323564
Il1rl1,0.009098782738744843
Kif1b,0.10215649242798244
Nol9,0.04718272754728275
Plekha6,0.004040420113642705
Vmn1r207,1.2404589302352444e-05
Actn1,0.22989923516807143
Tmem8b,0.0013928040135173325
Tmem158,0.009557497685792305
Traf3,0.09781805927725244
Mpp2,0.0020331871884302255
Sox9,5.114789837781051e-05
Tob1,0.06892089806742624
Txn1,0.32468482776791574
Ubr3,0.07309568506981705
Sfrp2,0.0003186005513519731
Ptx4,2.640629635751857e-06
Il17ra,0.1092272192411967
Gm50318,9.015512494372607e-05
Gdf15,9.851673011303793e-05
Zfp72,0.0018976706529141673
Sec31a,0.10061228259692598
Fam8a1,0.034575133637470196
Mllt6,0.06955478384116442
Cxcl11,0.00017800406939913463
Camk1d,1.0574536139077015
Sarm1,0.0007300396563729568
Dck,0.0463942724421732
Kat6b,0.056707929858447206
Atp6v1b2,0.1008748842140106
Zswim8,0.03762322561176593
Kcnd1,0.00030392257964376114
Nlrc3,0.06534949265418817
Ffar1,8.920731853484954e-05
Fbxw27,1.1286687359644295e-05
Mettl21e,3.154683350379241e-06
Hs3st1,0.0006399920873436115
Gna15,0.053978274061542666
Hid1,0.03276513853945436
Otud7b,0.03151672350275995
Tmem163,0.03322556695123285
Tceanc,0.007336377466336285
Shcbp1l,0.0005383756020635792
Edem1,0.10683512740618298
Sbno2,0.04196193383809379
Ppm1h,0.24592097603335733
Lair1,0.01457291829872675
Zfp874b,0.016903971446275305
Tbp,0.0427792912991009
Fam171b,0.00158740499638257
Tnrc6b,0.29998980295404265
Tcof1,0.1700204632896121
Tusc3,0.09574776411998415
Srfbp1,0.043472855959093365
Atxn2,0.04250791245159451
Nfil3,0.057115346201377724
Vmn2r103,6.212425829973815e-06
Nsun7,0.0008561222265537576
Gpr39,2.347592731045636e-05
Pde4c,0.0009739884977110018
R3hcc1l,0.061057995432335456
Zbtb1,0.09909609484530327
Agrn,0.0037117364188657825
Tsks,0.00015786493106128552
H2-Ab1,0.01926837646719184
Krt222,0.0012598531169655072
Il13ra1,0.0005358572800088093
Foxo3,0.08865698907024591
Rnft2,0.0005873285492370222
Mark4,0.028878322236384597
Atp2a2,0.07855806302727862
1700001J03Rik,9.186791948769769e-05
Krt7,0.00010788887589861389
Ptpdc1,0.002577525160842226
Aar2,0.04064069088207824
Mfsd14b,0.05273924620061445
Akap6,0.004601085184403163
Nfrkb,0.08472398010161303
Nnat,0.00017638939043681788
Gpr132,0.23354260119348064
Sh2d3c,0.09358539358951158
Cfap61,0.00030519674072274647
Zfp605,0.008170403591877325
Fgf7,0.00018361991992434706
Klhl5,0.026936261724225655
Kank3,0.0020741386884958516
Chd6,0.11217285889890054
Egr4,0.0007946712725969312
Ugcg,0.20287904969951764
Trim8,0.07386610593961404
Xiap,0.0887445089618912
Gm7995,1.9944471523297503e-05
Cyfip1,0.03463138986722614
Bbx,0.0910470637546021
Tnfrsf26,0.021054423251906578
Samsn1,0.13502701277121468
1700008O03Rik,0.0005718509255226223
Timm29,0.023794023146332655
Prpf39,0.06415911593456684
Arpin,4.912847370144099e-05
Proz,0.00023047530101721143
Ppp1r9b,0.06565250875361513
Zscan21,0.01971665947079413
Dhx29,0.03459722970998677
Mcm4,0.09554783227989397
Tmc1,5.735765249177991e-05
Slc25a40,0.05236233186099285
Pfkfb3,0.03963550580636303
Atg2b,0.03671602620729772
Vps52,0.05291606497922009
Ptprj,0.049218106056620574
Tmeff2,0.000206559030132218
Clec16a,0.03156568253429342
Fabp7,3.992715855590231e-05
Asic2,0.0003025754945287592
Il19,8.620926209627846e-06
Zfp683,0.016903033220865376
Nr4a2,0.18680353003118536
Rxfp1,3.185605326619028e-05
Ccdc6,0.037337129996904486
Mzb1,0.0006115717653559284
Ralgapb,0.05769243060208411
H2-Ob,0.023625106731559393
Arhgap12,0.041197613280145776
Syt15,2.2581824715136677e-05
Ovol3,3.6863048805732875e-05
Ptprg,0.00016050243459131303
B4galnt4,0.013498492545965633
Vmn2r91,5.862683239696208e-05
Tcea3,0.00025816691952189325
Gm572,0.00026481372099392247
Zeb1,0.243454886730938
Foxj2,0.039212110342427435
Cutal,4.310156397929972e-05
Enox1,0.0012581354543060638
Zfp619,0.005430794065351534
Gpr25,0.00192260995348217
Itga4,0.3494344521300294
Pnpla8,0.057136946478410805
Plin2,0.031574895524920134
Elmo2,0.04612286057895991
Msantd4,0.01483830113794444
Clptm1,0.08331017394615922
Tmem119,8.067659175774798e-05
Eme2,0.008079779490974145
Slc46a2,0.0001570264427616685
Prlhr,1.7972134392322368e-06
Grik1,7.283367947544275e-05
Trf,0.03772894964646092
Snx19,0.028542412634121217
Cand1,0.06645383712591581
Clhc1,0.0016833882603308182
Tmco3,0.014074162584445129
Nagpa,0.033188302524409255
Pcsk9,0.00010884520318022764
Nova2,4.3379281185145e-05
Pcdhb18,2.834102687400751e-06
Cldn12,0.001380914140817577
Gpr135,0.0003283386420395216
Syt6,0.001060167176701606
Defb7,3.2936493588073768e-06
Fmo6,3.5484627585939245e-06
Gzmd,0.0005759498230477304
Fmnl2,0.002059792672532244
Msantd2,0.04190796911367215
Fanci,0.006846402268201549
Pate9,1.0548359323373249e-05
Tbc1d30,0.015984092164763503
Gm14137,3.675577254864849e-05
Slc15a2,0.04633102250431843
Pkib,0.0016469021862851342
Crhbp,5.7465095889395504e-05
Il9r,0.0049349007494317145
Vamp5,0.046082043148879655
Zfp119a,0.012924976619175785
Snx30,0.021307499540409485
Ccn6,5.446688426173449e-05
Rnf39,0.0017405850275477816
Bbc3,0.04233790614809467
Med14,0.09744805214838571
1700001F09Rik,2.820778514622179e-06
Harbi1,0.011592535270689592
Acp5,0.32854684004644297
Ccnyl1,0.012471415224615142
Nlrp1b,0.006213448362597829
Entpd5,0.046575533684851914
Mctp1,0.008400355845921536
Taf2,0.03009293728452907
Mtcl1,0.0010623064878250575
Pcgf3,0.020156908172333805
Ifi27l2a,0.6944381435965176
Adgrg5,0.051306863724221136
Edrf1,0.03348121979014166
Galnt6,0.17470727908936365
Proser2,5.7317544703897866e-05
Pot1b,0.04803185824624384
Rps20,2.382898249713957
Cep112,0.002989727363899137
Ppp2r5a,0.2822046717054152
Ccdc51,0.015323937265911655
Med12,0.07540375116094386
Gcc2,0.07867338150434666
Scpep1,0.022270501490448957
Rps21,1.5515068486674493
Atp9a,0.008828937355499058
Hes1,0.0019036078431405536
Kat2a,0.041180848979620134
Adar,0.07917804958456123
Ccpg1,0.03325638375462324
Ptk2,0.007068118885830293
Tanc1,0.04298191292837
S100a10,0.8573808371886145
Arhgap30,0.2421964837684686
Eps15,0.10466072841154991
Zcchc9,0.06071879229921989
Skint10,8.90082464108618e-06
Kcnmb1,0.0004161264938624608
BC025920,0.0036804281767547423
Fabp12,0.00032224978429155166
Arl5a,0.07100416755772684
Nbeal1,0.04427005231226951
Zfp770,0.01707045187407771
Ano4,0.00011551147568128618
Degs2,0.008554016507741919
Glcci1,0.03326434135414047
Ttc4,0.037414735314334244
Nkx6-2,1.4793119516377164e-05
Hcn3,0.00202927928223197
Pbx1,0.0002863968769090315
Epb41l4a,0.00046198945575947194
Slc29a3,0.018488262033446914
Lrfn1,0.00098003748303536
Cyp51,0.057013816759768236
Atp13a1,0.05728937338749924
Mmp1a,5.385813302448719e-06
Prkcq,0.3877681864147268
Ctnnal1,0.002021337204651762
H2-Q4,0.3364129627551202
Camkmt,0.043189469036918705
Pcdhgb7,0.0006158200649529381
Lhfpl1,0.00030103925382682026
Cog5,0.10467671346212154
Card11,0.15388246958372626
Adig,0.0001539562536244189
Gm5148,0.00834210560157156
Fat1,0.00015907552224239674
Slc12a4,0.00971195907552439
Psg27,1.1672996203982582e-05
Avl9,0.09729381580562747
Adam17,0.06259800973793402
Gm20509,0.00039502472622435523
Stat6,0.10696319382817111
Rflna,0.00028873244404897124
Slc39a13,0.01751363423535223
Wfs1,0.002757874744644512
Wdr7,0.032691773411185274
Trim26,0.09452537823088747
Dtx4,0.022475165812452822
Lce1a1,2.0750476206131866e-05
Glyctk,0.004083722640300649
Zfp267,0.007900678841463823
Ttc17,0.07886035378867721
Arsb,0.06643326512706013
Cacna1g,0.00011071045238374173
Taco1,0.022100320027532552
Tnfrsf18,0.2268791275940055
Serpine1,0.00022739311830872701
Ccar2,0.03994799217873128
Xkr6,0.006097103905866868
Zfp712,0.007628441924361615
Mprip,0.053129439438908
Trim68,0.009914097850935926
Heatr9,0.004926158064907623
Dpys,8.299066492539947e-05
Dmrt3,4.009267443375422e-06
Fez2,0.0343552615927055
Phospho2,0.03993632516921055
Exosc2,0.02803792024085955
Arl9,0.0002653352064784434
Ppp1cb,0.12582320596349075
Reg3b,0.00023082262839690506
Gm49721,0.00014285637845954483
Cdh11,0.0002788931118266762
Cpa1,5.0152537329585716e-05
Acot6,0.002796223764101878
Gal3st3,2.6048354893573647e-05
Ghrl,0.0005395477761825308
Hap1,0.0007674504982109857
H3c2,0.0009937561474414101
Klrb1b,0.001824008731664761
Prtn3,0.0010273028953554655
Exosc9,0.04297074548921067
Ccdc194,2.168324277326521e-06
Afp,0.010801876594449162
Lcor,0.09576045824571769
Zc3h7b,0.017879013053828635
Mug1,1.5245077117918365e-05
Kremen1,0.023530644622392568
Gorab,0.013682175406783901
Adamts3,0.0025718756790239347
Btnl2,0.0001649375150362157
Piezo2,4.697769819653654e-05
Mfsd9,0.001207042959523333
Dcp2,0.06887254804260969
Lmf2,0.03173542824570092
Ly6c1,0.08359446517966945
Cela2a,7.63811442293624e-05
Epcam,0.04000862748428404
Ppat,0.05138120200761777
Camta1,0.05731293781101597
Nanog,7.652563764588204e-06
Mapk12,0.0016272395550552445
Hao1,5.956744085024752e-05
Jmjd1c,0.15614498610201985
Stox1,0.0008128721595609541
Sln,6.615680392174659e-05
Kctd3,0.01171146272124397
Car3,0.00016494124540581656
Ablim2,0.009336160258019402
Ggt5,0.023973752110639714
Dapk2,0.10663305794335767
Zswim9,0.00529598598542654
Wwox,0.08445987456990024
Ncln,0.02768247737543224
Arfgef3,0.002157917269285558
Mgat4a,0.03183846351600954
Map1b,0.002948716000072718
Xrcc5,0.03517513490357421
Calu,0.046050199444199635
Fam117b,0.08131539899752094
Dbndd1,0.0001520934928940051
Glycam1,0.00027512994882719253
Zcchc14,0.0009028632662414158
Iars2,0.06055977313770296
Pars2,0.008819435836439935
B4galnt3,0.00017579557101587458
Map10,0.0020520205522156724
Tarbp1,0.01377504425767167
Foxp4,0.06055270853307222
Ptov1,0.013886263071079883
Cul4b,0.04554794533533199
Cplx2,0.00010596418955720632
Tmem131l,0.09037339685717857
Pdzrn4,5.242094512601798e-05
Pcsk1,0.002471549576176178
Atad5,0.015250170600971029
Vmn2r1,4.9103822976295246e-05
Tprn,0.021142830272281702
Fam131c,1.0956682792296113e-05
Ikbkb,0.14881723859412305
Themis,0.3430592602245637
Sidt2,0.08029432701650378
Apol7b,0.013617715060438585
Twsg1,0.020500367860536217
Suco,0.14739906294176972
Lpar3,0.0006770195943440158
Ttf1,0.044891517711495785
Zfp458,0.003646288841174052
Acsl4,0.06317164425906781
Tut1,0.037407194757510365
Xpr1,0.05922188201869128
Palm3,0.003608955613049703
Inpp5b,0.0893739793259556
Klrb1f,0.008741070015764074
Spatc1,0.00018971479146013604
Slc26a9,8.139312286744613e-06
Rtn4rl1,0.03828014324077044
Slc4a8,0.008188221784876635
Ap4m1,0.012166465311022083
Gypc,0.038526386586030845
Dgkd,0.13998837053421007
Fads1,0.010648683759302969
Vsig10,0.003784273104866016
Ap1s2,0.04376166111865092
Antxrl,6.838152726161711e-06
Gnao1,0.00030963445734824433
Tyrobp,0.17900529701955162
Plcl1,0.021141068155944683
Id4,7.903946705389128e-05
Arhgef11,0.025316455677975497
Clcn1,0.00022069789934812308
Mark2,0.1622098474470837
Nup107,0.044104561877917996
Tfap2b,1.0254003097144496e-05
Zfp563,0.00700886848283478
Shprh,0.059057242892553485
Styk1,0.0022991100787766415
Adgrb1,6.924218533782663e-05
Akap14,0.00018559652758844036
Prnp,0.008936633173720893
Alms1,0.006501725968077722
Zfp109,0.0034435117043412717
Nolc1,0.11811749481615753
Nup155,0.02137642646318984
H4c12,0.004026606428274069
Gdap2,0.03714096194133038
Fxr1,0.09490433906001366
Igfbp7,0.006284648796899726
Ddx3x,0.10747618877612065
Eri2,0.013625789205603289
Snd1,0.12726518163903053
Pigk,0.07659067328900818
Cd209d,2.043950948957801e-05
Vmn2r100,2.095700969388881e-05
Zfp54,0.008666215995549726
Add2,6.561542219455118e-05
Dolk,0.010171190566567833
Myh15,0.0001569327489201998
Tcf4,0.012088376145370531
Tceanc2,0.027407112668313034
Cdnf,0.003341577342022561
Abcb9,0.09278970661817114
Chil3,0.000644466543050732
Rps6kb2,0.046458936339783694
Chka,0.04686094519575925
Xrcc6,0.039529311926312746
Parp14,0.11053339769835124
Psd3,0.004041757279923347
Srp54c,0.00485713387893976
Dgkg,0.0016964700546137895
Isg20l2,0.05876188785653879
Vps37d,0.0002925476199823365
Ninl,0.001354852301749204
Anks1,0.032563620186136684
Fcrl5,0.00021379174701598066
Mtmr6,0.045316451087452886
Alcam,0.02186513529339515
Foxk2,0.033882445613156294
Gm8369,0.23630988628026625
Tjp1,0.003503429378996554
Clec2e,4.668760223720365e-05
Eaf2,0.005581761731906954
Gpr146,0.047345933622380765
Atad2,0.09679649456110687
Ift74,0.007330370601658931
Odc1,0.23743563452443447
Gpc4,3.466242624901257e-05
Col10a1,0.0007586905013365254
Gm13272,5.095418471924096e-06
Xpo1,0.0735095085296996
Sprtn,0.02390368406740509
Ccdc126,0.014771019193089248
Hip1,0.05528888392643246
Dgat2,0.003842864396163546
Samd7,1.0304992894146887e-05
Mageb16,1.5532279975110942e-05
Nbr1,0.07249358967579306
BC035044,0.007058627986480379
Nyap2,6.525619019374712e-05
Sash1,0.00047466959111018754
Gabpa,0.038321813984707576
2310002L09Rik,4.8412588038614345e-06
Atrnl1,0.022411767038560005
Iqub,7.388716489206949e-05
Rrp1b,0.053111874298713724
Hrh4,0.0008672588045167572
H3f4,1.6856417905737687e-05
Plxnd1,0.007244366390826451
Nav1,0.0013706362233433034
Pnisr,0.16275423638986022
