rqvi_candidate,rqvi_seed,rqvi_gp,informative
seed3:GP92,3,GP92,True
seed3:GP93,3,GP93,True
seed3:GP94,3,GP94,True
seed3:GP95,3,GP95,True
seed3:GP96,3,GP96,True
seed3:GP97,3,GP97,True
seed3:GP98,3,GP98,True
seed3:GP99,3,GP99,True
seed3:GP100,3,GP100,True
seed3:GP101,3,GP101,True
seed3:GP102,3,GP102,True
seed3:GP103,3,GP103,True
seed3:GP104,3,GP104,True
seed3:GP105,3,GP105,True
seed3:GP106,3,GP106,True
seed3:GP107,3,GP107,True
seed3:GP108,3,GP108,True
seed3:GP109,3,GP109,True
seed3:GP110,3,GP110,True
seed3:GP111,3,GP111,True
seed3:GP112,3,GP112,True
seed3:GP113,3,GP113,True
seed3:GP114,3,GP114,True
seed3:GP115,3,GP115,True
seed3:GP116,3,GP116,True
seed3:GP117,3,GP117,True
seed3:GP118,3,GP118,True
seed3:GP119,3,GP119,True
seed3:GP120,3,GP120,True
seed3:GP121,3,GP121,True
seed3:GP122,3,GP122,True
seed3:GP123,3,GP123,True
seed3:GP124,3,GP124,True
seed3:GP125,3,GP125,True
seed3:GP126,3,GP126,True
seed3:GP127,3,GP127,True
seed3:GP128,3,GP128,True
seed3:GP129,3,GP129,True
seed3:GP130,3,GP130,True
seed3:GP131,3,GP131,True
seed3:GP132,3,GP132,True
seed3:GP133,3,GP133,True
seed3:GP134,3,GP134,True
seed3:GP135,3,GP135,True
seed3:GP136,3,GP136,True
seed3:GP137,3,GP137,True
seed3:GP138,3,GP138,True
seed3:GP139,3,GP139,True
seed3:GP140,3,GP140,True
seed3:GP141,3,GP141,True
seed3:GP142,3,GP142,True
seed3:GP143,3,GP143,True
seed3:GP144,3,GP144,True
seed3:GP145,3,GP145,True
seed3:GP146,3,GP146,True
seed3:GP147,3,GP147,True
seed3:GP148,3,GP148,True
seed3:GP149,3,GP149,True
seed3:GP150,3,GP150,True
seed3:GP151,3,GP151,True
seed3:GP152,3,GP152,True
seed3:GP153,3,GP153,True
seed3:GP154,3,GP154,True
seed3:GP155,3,GP155,True
seed3:GP156,3,GP156,True
seed3:GP157,3,GP157,True
seed3:GP158,3,GP158,True
seed3:GP159,3,GP159,True
seed3:GP160,3,GP160,True
seed3:GP161,3,GP161,True
seed3:GP162,3,GP162,True
seed3:GP163,3,GP163,True
seed3:GP164,3,GP164,True
seed3:GP165,3,GP165,True
seed3:GP166,3,GP166,True
seed3:GP167,3,GP167,True
seed3:GP168,3,GP168,True
seed3:GP169,3,GP169,True
seed3:GP170,3,GP170,True
seed3:GP171,3,GP171,True
seed3:GP172,3,GP172,True
seed3:GP173,3,GP173,True
seed3:GP174,3,GP174,True
seed3:GP175,3,GP175,True
seed3:GP176,3,GP176,True
seed3:GP177,3,GP177,True
seed3:GP178,3,GP178,True
seed3:GP179,3,GP179,True
seed3:GP180,3,GP180,True
seed3:GP181,3,GP181,True
seed3:GP182,3,GP182,True
seed3:GP183,3,GP183,True
seed3:GP184,3,GP184,True
seed3:GP185,3,GP185,True
seed3:GP186,3,GP186,True
seed3:GP187,3,GP187,True
seed3:GP188,3,GP188,True
seed3:GP189,3,GP189,True
seed3:GP190,3,GP190,True
seed3:GP191,3,GP191,True
seed3:GP192,3,GP192,True
seed3:GP193,3,GP193,True
seed3:GP194,3,GP194,True
seed3:GP195,3,GP195,True
seed3:GP196,3,GP196,True
seed3:GP197,3,GP197,True
seed3:GP198,3,GP198,True
seed3:GP199,3,GP199,True
seed3:GP200,3,GP200,True
seed3:GP201,3,GP201,True
seed3:GP202,3,GP202,True
seed3:GP203,3,GP203,True
seed3:GP204,3,GP204,True
seed3:GP205,3,GP205,False
seed3:GP206,3,GP206,True
seed3:GP207,3,GP207,True
seed3:GP208,3,GP208,True
seed3:GP209,3,GP209,True
seed3:GP210,3,GP210,True
seed3:GP211,3,GP211,True
seed3:GP212,3,GP212,True
seed3:GP213,3,GP213,True
seed3:GP214,3,GP214,True
seed3:GP215,3,GP215,True
seed3:GP216,3,GP216,True
seed3:GP217,3,GP217,True
seed3:GP218,3,GP218,True
seed3:GP219,3,GP219,True
seed3:GP220,3,GP220,True
seed3:GP221,3,GP221,True
seed3:GP222,3,GP222,True
seed3:GP223,3,GP223,True
seed3:GP224,3,GP224,True
seed3:GP225,3,GP225,True
seed3:GP226,3,GP226,True
seed3:GP227,3,GP227,True
seed3:GP228,3,GP228,True
seed3:GP229,3,GP229,True
seed3:GP230,3,GP230,True
seed3:GP231,3,GP231,True
seed3:GP232,3,GP232,True
seed3:GP233,3,GP233,True
seed3:GP234,3,GP234,True
seed3:GP235,3,GP235,True
seed3:GP236,3,GP236,True
seed3:GP237,3,GP237,True
seed3:GP238,3,GP238,True
seed3:GP239,3,GP239,True
seed3:GP240,3,GP240,True
seed3:GP241,3,GP241,True
seed3:GP242,3,GP242,True
seed3:GP243,3,GP243,True
seed3:GP244,3,GP244,True
seed3:GP245,3,GP245,True
seed3:GP246,3,GP246,True
seed3:GP247,3,GP247,True
seed3:GP248,3,GP248,True
seed3:GP249,3,GP249,True
seed3:GP250,3,GP250,True
seed3:GP251,3,GP251,True
seed3:GP252,3,GP252,True
seed3:GP253,3,GP253,True
seed3:GP254,3,GP254,True
seed3:GP255,3,GP255,True
seed4:GP0,4,GP0,True
seed4:GP1,4,GP1,True
seed4:GP2,4,GP2,True
seed4:GP3,4,GP3,True
seed4:GP4,4,GP4,True
seed4:GP5,4,GP5,True
seed4:GP6,4,GP6,True
seed4:GP7,4,GP7,True
seed4:GP8,4,GP8,True
seed4:GP9,4,GP9,True
seed4:GP10,4,GP10,True
seed4:GP11,4,GP11,True
seed4:GP12,4,GP12,True
seed4:GP13,4,GP13,True
seed4:GP14,4,GP14,True
seed4:GP15,4,GP15,True
seed4:GP16,4,GP16,True
seed4:GP17,4,GP17,True
seed4:GP18,4,GP18,True
seed4:GP19,4,GP19,True
seed4:GP20,4,GP20,True
seed4:GP21,4,GP21,True
seed4:GP22,4,GP22,True
seed4:GP23,4,GP23,True
seed4:GP24,4,GP24,True
seed4:GP25,4,GP25,True
seed4:GP26,4,GP26,True
seed4:GP27,4,GP27,True
seed4:GP28,4,GP28,True
seed4:GP29,4,GP29,True
seed4:GP30,4,GP30,True
seed4:GP31,4,GP31,True
seed4:GP32,4,GP32,True
seed4:GP33,4,GP33,True
seed4:GP34,4,GP34,True
seed4:GP35,4,GP35,True
seed4:GP36,4,GP36,True
seed4:GP37,4,GP37,True
seed4:GP38,4,GP38,True
seed4:GP39,4,GP39,True
seed4:GP40,4,GP40,True
seed4:GP41,4,GP41,True
seed4:GP42,4,GP42,True
seed4:GP43,4,GP43,True
seed4:GP44,4,GP44,True
seed4:GP45,4,GP45,True
seed4:GP46,4,GP46,True
seed4:GP47,4,GP47,True
seed4:GP48,4,GP48,True
seed4:GP49,4,GP49,True
seed4:GP50,4,GP50,True
seed4:GP51,4,GP51,True
seed4:GP52,4,GP52,True
seed4:GP53,4,GP53,True
seed4:GP54,4,GP54,True
seed4:GP55,4,GP55,True
seed4:GP56,4,GP56,True
seed4:GP57,4,GP57,True
seed4:GP58,4,GP58,True
seed4:GP59,4,GP59,True
seed4:GP60,4,GP60,True
seed4:GP61,4,GP61,True
seed4:GP62,4,GP62,True
seed4:GP63,4,GP63,True
seed4:GP64,4,GP64,True
seed4:GP65,4,GP65,True
seed4:GP66,4,GP66,True
seed4:GP67,4,GP67,True
seed4:GP68,4,GP68,True
seed4:GP69,4,GP69,True
seed4:GP70,4,GP70,True
seed4:GP71,4,GP71,True
seed4:GP72,4,GP72,True
seed4:GP73,4,GP73,True
seed4:GP74,4,GP74,True
seed4:GP75,4,GP75,True
seed4:GP76,4,GP76,True
seed4:GP77,4,GP77,True
seed4:GP78,4,GP78,True
seed4:GP79,4,GP79,True
seed4:GP80,4,GP80,True
seed4:GP81,4,GP81,True
seed4:GP82,4,GP82,True
seed4:GP83,4,GP83,True
seed4:GP84,4,GP84,True
seed4:GP85,4,GP85,True
seed4:GP86,4,GP86,True
seed4:GP87,4,GP87,True
seed4:GP88,4,GP88,True
seed4:GP89,4,GP89,True
seed4:GP90,4,GP90,True
seed4:GP91,4,GP91,True
seed4:GP92,4,GP92,True
seed4:GP93,4,GP93,True
seed4:GP94,4,GP94,True
seed4:GP95,4,GP95,True
seed4:GP96,4,GP96,True
seed4:GP97,4,GP97,True
seed4:GP98,4,GP98,True
seed4:GP99,4,GP99,True
seed4:GP100,4,GP100,True
seed4:GP101,4,GP101,True
seed4:GP102,4,GP102,True
seed4:GP103,4,GP103,True
seed4:GP104,4,GP104,True
seed4:GP105,4,GP105,True
seed4:GP106,4,GP106,True
seed4:GP107,4,GP107,True
seed4:GP108,4,GP108,True
seed4:GP109,4,GP109,True
seed4:GP110,4,GP110,True
seed4:GP111,4,GP111,True
seed4:GP112,4,GP112,True
seed4:GP113,4,GP113,True
seed4:GP114,4,GP114,True
seed4:GP115,4,GP115,True
seed4:GP116,4,GP116,True
seed4:GP117,4,GP117,True
seed4:GP118,4,GP118,True
seed4:GP119,4,GP119,True
seed4:GP120,4,GP120,True
seed4:GP121,4,GP121,True
seed4:GP122,4,GP122,True
seed4:GP123,4,GP123,True
seed4:GP124,4,GP124,True
seed4:GP125,4,GP125,True
seed4:GP126,4,GP126,True
seed4:GP127,4,GP127,True
seed4:GP128,4,GP128,True
seed4:GP129,4,GP129,True
seed4:GP130,4,GP130,True
seed4:GP131,4,GP131,True
seed4:GP132,4,GP132,True
seed4:GP133,4,GP133,True
seed4:GP134,4,GP134,True
seed4:GP135,4,GP135,True
seed4:GP136,4,GP136,True
seed4:GP137,4,GP137,True
seed4:GP138,4,GP138,True
seed4:GP139,4,GP139,True
seed4:GP140,4,GP140,True
seed4:GP141,4,GP141,True
seed4:GP142,4,GP142,True
seed4:GP143,4,GP143,True
seed4:GP144,4,GP144,True
seed4:GP145,4,GP145,True
seed4:GP146,4,GP146,True
seed4:GP147,4,GP147,True
seed4:GP148,4,GP148,True
seed4:GP149,4,GP149,True
seed4:GP150,4,GP150,True
seed4:GP151,4,GP151,True
seed4:GP152,4,GP152,True
seed4:GP153,4,GP153,True
seed4:GP154,4,GP154,True
seed4:GP155,4,GP155,True
seed4:GP156,4,GP156,True
seed4:GP157,4,GP157,True
seed4:GP158,4,GP158,True
seed4:GP159,4,GP159,True
seed4:GP160,4,GP160,True
seed4:GP161,4,GP161,True
seed4:GP162,4,GP162,True
seed4:GP163,4,GP163,True
seed4:GP164,4,GP164,True
seed4:GP165,4,GP165,True
seed4:GP166,4,GP166,True
seed4:GP167,4,GP167,True
seed4:GP168,4,GP168,True
seed4:GP169,4,GP169,True
seed4:GP170,4,GP170,True
seed4:GP171,4,GP171,True
seed4:GP172,4,GP172,True
seed4:GP173,4,GP173,True
seed4:GP174,4,GP174,True
seed4:GP175,4,GP175,True
seed4:GP176,4,GP176,True
seed4:GP177,4,GP177,True
seed4:GP178,4,GP178,True
seed4:GP179,4,GP179,True
seed4:GP180,4,GP180,True
seed4:GP181,4,GP181,True
seed4:GP182,4,GP182,True
seed4:GP183,4,GP183,True
seed4:GP184,4,GP184,True
seed4:GP185,4,GP185,True
seed4:GP186,4,GP186,True
seed4:GP187,4,GP187,True
seed4:GP188,4,GP188,True
seed4:GP189,4,GP189,True
seed4:GP190,4,GP190,True
seed4:GP191,4,GP191,True
seed4:GP192,4,GP192,True
seed4:GP193,4,GP193,True
seed4:GP194,4,GP194,True
seed4:GP195,4,GP195,True
seed4:GP196,4,GP196,True
seed4:GP197,4,GP197,True
seed4:GP198,4,GP198,True
seed4:GP199,4,GP199,True
seed4:GP200,4,GP200,True
seed4:GP201,4,GP201,True
seed4:GP202,4,GP202,True
seed4:GP203,4,GP203,True
seed4:GP204,4,GP204,True
seed4:GP205,4,GP205,True
seed4:GP206,4,GP206,True
seed4:GP207,4,GP207,True
seed4:GP208,4,GP208,True
seed4:GP209,4,GP209,True
seed4:GP210,4,GP210,True
seed4:GP211,4,GP211,True
seed4:GP212,4,GP212,True
seed4:GP213,4,GP213,True
seed4:GP214,4,GP214,True
seed4:GP215,4,GP215,True
seed4:GP216,4,GP216,True
seed4:GP217,4,GP217,True
seed4:GP218,4,GP218,True
seed4:GP219,4,GP219,True
seed4:GP220,4,GP220,True
seed4:GP221,4,GP221,True
seed4:GP222,4,GP222,True
seed4:GP223,4,GP223,True
seed4:GP224,4,GP224,True
seed4:GP225,4,GP225,True
seed4:GP226,4,GP226,True
seed4:GP227,4,GP227,True
seed4:GP228,4,GP228,True
seed4:GP229,4,GP229,True
seed4:GP230,4,GP230,True
seed4:GP231,4,GP231,True
seed4:GP232,4,GP232,True
seed4:GP233,4,GP233,True
seed4:GP234,4,GP234,True
seed4:GP235,4,GP235,True
seed4:GP236,4,GP236,True
seed4:GP237,4,GP237,True
seed4:GP238,4,GP238,True
seed4:GP239,4,GP239,True
seed4:GP240,4,GP240,True
seed4:GP241,4,GP241,True
seed4:GP242,4,GP242,True
seed4:GP243,4,GP243,True
seed4:GP244,4,GP244,True
seed4:GP245,4,GP245,True
seed4:GP246,4,GP246,True
seed4:GP247,4,GP247,True
seed4:GP248,4,GP248,True
seed4:GP249,4,GP249,True
seed4:GP250,4,GP250,True
seed4:GP251,4,GP251,True
seed4:GP252,4,GP252,True
seed4:GP253,4,GP253,True
seed4:GP254,4,GP254,True
seed4:GP255,4,GP255,True
seed5:GP0,5,GP0,True
seed5:GP1,5,GP1,True
seed5:GP2,5,GP2,True
seed5:GP3,5,GP3,True
seed5:GP4,5,GP4,True
seed5:GP5,5,GP5,True
seed5:GP6,5,GP6,True
seed5:GP7,5,GP7,True
seed5:GP8,5,GP8,True
seed5:GP9,5,GP9,True
seed5:GP10,5,GP10,True
seed5:GP11,5,GP11,True
seed5:GP12,5,GP12,True
seed5:GP13,5,GP13,True
seed5:GP14,5,GP14,True
seed5:GP15,5,GP15,True
seed5:GP16,5,GP16,True
seed5:GP17,5,GP17,True
seed5:GP18,5,GP18,True
seed5:GP19,5,GP19,True
seed5:GP20,5,GP20,True
seed5:GP21,5,GP21,True
seed5:GP22,5,GP22,True
seed5:GP23,5,GP23,True
seed5:GP24,5,GP24,True
seed5:GP25,5,GP25,True
seed5:GP26,5,GP26,True
seed5:GP27,5,GP27,True
seed5:GP28,5,GP28,True
seed5:GP29,5,GP29,True
seed5:GP30,5,GP30,True
seed5:GP31,5,GP31,True
seed5:GP32,5,GP32,True
seed5:GP33,5,GP33,True
seed5:GP34,5,GP34,True
seed5:GP35,5,GP35,True
seed5:GP36,5,GP36,True
seed5:GP37,5,GP37,True
seed5:GP38,5,GP38,True
seed5:GP39,5,GP39,True
seed5:GP40,5,GP40,True
seed5:GP41,5,GP41,True
seed5:GP42,5,GP42,True
seed5:GP43,5,GP43,True
seed5:GP44,5,GP44,True
seed5:GP45,5,GP45,True
seed5:GP46,5,GP46,True
seed5:GP47,5,GP47,True
seed5:GP48,5,GP48,True
seed5:GP49,5,GP49,True
seed5:GP50,5,GP50,True
seed5:GP51,5,GP51,True
seed5:GP52,5,GP52,True
seed5:GP53,5,GP53,True
seed5:GP54,5,GP54,True
seed5:GP55,5,GP55,True
seed5:GP56,5,GP56,True
seed5:GP57,5,GP57,True
seed5:GP58,5,GP58,True
seed5:GP59,5,GP59,True
seed5:GP60,5,GP60,True
seed5:GP61,5,GP61,True
seed5:GP62,5,GP62,True
seed5:GP63,5,GP63,True
seed5:GP64,5,GP64,True
seed5:GP65,5,GP65,True
seed5:GP66,5,GP66,True
seed5:GP67,5,GP67,True
seed5:GP68,5,GP68,True
seed5:GP69,5,GP69,True
seed5:GP70,5,GP70,True
seed5:GP71,5,GP71,True
seed5:GP72,5,GP72,True
seed5:GP73,5,GP73,True
seed5:GP74,5,GP74,True
seed5:GP75,5,GP75,True
seed5:GP76,5,GP76,True
seed5:GP77,5,GP77,True
seed5:GP78,5,GP78,True
seed5:GP79,5,GP79,True
seed5:GP80,5,GP80,True
seed5:GP81,5,GP81,True
seed5:GP82,5,GP82,True
seed5:GP83,5,GP83,True
seed5:GP84,5,GP84,True
seed5:GP85,5,GP85,True
seed5:GP86,5,GP86,True
seed5:GP87,5,GP87,True
seed5:GP88,5,GP88,True
seed5:GP89,5,GP89,True
seed5:GP90,5,GP90,True
seed5:GP91,5,GP91,True
seed5:GP92,5,GP92,True
seed5:GP93,5,GP93,True
seed5:GP94,5,GP94,True
seed5:GP95,5,GP95,True
seed5:GP96,5,GP96,True
seed5:GP97,5,GP97,True
seed5:GP98,5,GP98,True
seed5:GP99,5,GP99,True
seed5:GP100,5,GP100,True
seed5:GP101,5,GP101,True
seed5:GP102,5,GP102,True
seed5:GP103,5,GP103,True
seed5:GP104,5,GP104,True
seed5:GP105,5,GP105,True
seed5:GP106,5,GP106,True
seed5:GP107,5,GP107,True
seed5:GP108,5,GP108,True
seed5:GP109,5,GP109,True
seed5:GP110,5,GP110,True
seed5:GP111,5,GP111,True
seed5:GP112,5,GP112,True
seed5:GP113,5,GP113,True
seed5:GP114,5,GP114,True
seed5:GP115,5,GP115,True
seed5:GP116,5,GP116,True
seed5:GP117,5,GP117,True
seed5:GP118,5,GP118,True
seed5:GP119,5,GP119,True
seed5:GP120,5,GP120,True
seed5:GP121,5,GP121,True
seed5:GP122,5,GP122,True
seed5:GP123,5,GP123,True
seed5:GP124,5,GP124,True
seed5:GP125,5,GP125,True
seed5:GP126,5,GP126,True
seed5:GP127,5,GP127,True
seed5:GP128,5,GP128,True
seed5:GP129,5,GP129,True
seed5:GP130,5,GP130,True
seed5:GP131,5,GP131,True
seed5:GP132,5,GP132,True
seed5:GP133,5,GP133,True
seed5:GP134,5,GP134,True
seed5:GP135,5,GP135,True
seed5:GP136,5,GP136,True
seed5:GP137,5,GP137,True
seed5:GP138,5,GP138,True
seed5:GP139,5,GP139,True
seed5:GP140,5,GP140,True
seed5:GP141,5,GP141,True
seed5:GP142,5,GP142,True
seed5:GP143,5,GP143,True
seed5:GP144,5,GP144,True
seed5:GP145,5,GP145,True
seed5:GP146,5,GP146,True
seed5:GP147,5,GP147,True
seed5:GP148,5,GP148,True
seed5:GP149,5,GP149,True
seed5:GP150,5,GP150,True
seed5:GP151,5,GP151,True
seed5:GP152,5,GP152,True
seed5:GP153,5,GP153,True
seed5:GP154,5,GP154,True
seed5:GP155,5,GP155,True
seed5:GP156,5,GP156,True
seed5:GP157,5,GP157,True
seed5:GP158,5,GP158,True
seed5:GP159,5,GP159,True
seed5:GP160,5,GP160,True
seed5:GP161,5,GP161,True
seed5:GP162,5,GP162,True
seed5:GP163,5,GP163,True
seed5:GP164,5,GP164,True
seed5:GP165,5,GP165,True
seed5:GP166,5,GP166,True
seed5:GP167,5,GP167,True
seed5:GP168,5,GP168,True
seed5:GP169,5,GP169,True
seed5:GP170,5,GP170,True
seed5:GP171,5,GP171,True
seed5:GP172,5,GP172,True
seed5:GP173,5,GP173,True
seed5:GP174,5,GP174,True
seed5:GP175,5,GP175,True
seed5:GP176,5,GP176,True
seed5:GP177,5,GP177,True
seed5:GP178,5,GP178,True
seed5:GP179,5,GP179,True
seed5:GP180,5,GP180,True
seed5:GP181,5,GP181,True
seed5:GP182,5,GP182,True
seed5:GP183,5,GP183,True
seed5:GP184,5,GP184,True
seed5:GP185,5,GP185,True
seed5:GP186,5,GP186,True
seed5:GP187,5,GP187,True
seed5:GP188,5,GP188,True
seed5:GP189,5,GP189,True
seed5:GP190,5,GP190,True
seed5:GP191,5,GP191,True
seed5:GP192,5,GP192,True
seed5:GP193,5,GP193,True
seed5:GP194,5,GP194,True
seed5:GP195,5,GP195,True
seed5:GP196,5,GP196,True
seed5:GP197,5,GP197,True
seed5:GP198,5,GP198,True
seed5:GP199,5,GP199,True
seed5:GP200,5,GP200,True
seed5:GP201,5,GP201,True
seed5:GP202,5,GP202,True
seed5:GP203,5,GP203,True
seed5:GP204,5,GP204,True
seed5:GP205,5,GP205,True
seed5:GP206,5,GP206,True
seed5:GP207,5,GP207,True
seed5:GP208,5,GP208,True
seed5:GP209,5,GP209,True
seed5:GP210,5,GP210,True
seed5:GP211,5,GP211,True
seed5:GP212,5,GP212,True
seed5:GP213,5,GP213,True
seed5:GP214,5,GP214,True
seed5:GP215,5,GP215,True
seed5:GP216,5,GP216,True
seed5:GP217,5,GP217,True
seed5:GP218,5,GP218,True
seed5:GP219,5,GP219,True
seed5:GP220,5,GP220,True
seed5:GP221,5,GP221,True
seed5:GP222,5,GP222,True
seed5:GP223,5,GP223,True
seed5:GP224,5,GP224,True
seed5:GP225,5,GP225,True
seed5:GP226,5,GP226,True
seed5:GP227,5,GP227,True
seed5:GP228,5,GP228,True
seed5:GP229,5,GP229,True
seed5:GP230,5,GP230,True
seed5:GP231,5,GP231,True
seed5:GP232,5,GP232,True
seed5:GP233,5,GP233,True
seed5:GP234,5,GP234,True
seed5:GP235,5,GP235,True
seed5:GP236,5,GP236,True
seed5:GP237,5,GP237,True
seed5:GP238,5,GP238,True
seed5:GP239,5,GP239,True
seed5:GP240,5,GP240,True
seed5:GP241,5,GP241,True
seed5:GP242,5,GP242,True
seed5:GP243,5,GP243,True
seed5:GP244,5,GP244,True
seed5:GP245,5,GP245,False
seed5:GP246,5,GP246,True
seed5:GP247,5,GP247,True
seed5:GP248,5,GP248,True
seed5:GP249,5,GP249,True
seed5:GP250,5,GP250,True
seed5:GP251,5,GP251,True
seed5:GP252,5,GP252,True
seed5:GP253,5,GP253,True
seed5:GP254,5,GP254,True
seed5:GP255,5,GP255,True
seed6:GP0,6,GP0,True
seed6:GP1,6,GP1,True
seed6:GP2,6,GP2,True
seed6:GP3,6,GP3,True
seed6:GP4,6,GP4,True
seed6:GP5,6,GP5,True
seed6:GP6,6,GP6,True
seed6:GP7,6,GP7,True
seed6:GP8,6,GP8,True
seed6:GP9,6,GP9,True
seed6:GP10,6,GP10,True
seed6:GP11,6,GP11,True
seed6:GP12,6,GP12,True
seed6:GP13,6,GP13,True
seed6:GP14,6,GP14,True
seed6:GP15,6,GP15,True
seed6:GP16,6,GP16,True
seed6:GP17,6,GP17,True
seed6:GP18,6,GP18,True
seed6:GP19,6,GP19,True
seed6:GP20,6,GP20,True
seed6:GP21,6,GP21,True
seed6:GP22,6,GP22,True
seed6:GP23,6,GP23,True
seed6:GP24,6,GP24,True
seed6:GP25,6,GP25,True
seed6:GP26,6,GP26,True
seed6:GP27,6,GP27,True
seed6:GP28,6,GP28,True
seed6:GP29,6,GP29,True
seed6:GP30,6,GP30,True
seed6:GP31,6,GP31,True
seed6:GP32,6,GP32,True
seed6:GP33,6,GP33,True
seed6:GP34,6,GP34,True
seed6:GP35,6,GP35,True
seed6:GP36,6,GP36,True
seed6:GP37,6,GP37,True
seed6:GP38,6,GP38,True
seed6:GP39,6,GP39,True
seed6:GP40,6,GP40,True
seed6:GP41,6,GP41,True
seed6:GP42,6,GP42,True
seed6:GP43,6,GP43,True
seed6:GP44,6,GP44,True
seed6:GP45,6,GP45,True
seed6:GP46,6,GP46,True
seed6:GP47,6,GP47,True
seed6:GP48,6,GP48,True
seed6:GP49,6,GP49,True
seed6:GP50,6,GP50,True
seed6:GP51,6,GP51,True
seed6:GP52,6,GP52,True
seed6:GP53,6,GP53,True
seed6:GP54,6,GP54,True
seed6:GP55,6,GP55,True
seed6:GP56,6,GP56,True
seed6:GP57,6,GP57,True
seed6:GP58,6,GP58,True
seed6:GP59,6,GP59,True
seed6:GP60,6,GP60,True
seed6:GP61,6,GP61,True
seed6:GP62,6,GP62,True
seed6:GP63,6,GP63,True
seed6:GP64,6,GP64,True
seed6:GP65,6,GP65,True
seed6:GP66,6,GP66,True
seed6:GP67,6,GP67,True
seed6:GP68,6,GP68,True
seed6:GP69,6,GP69,True
seed6:GP70,6,GP70,True
seed6:GP71,6,GP71,True
seed6:GP72,6,GP72,True
seed6:GP73,6,GP73,True
seed6:GP74,6,GP74,True
seed6:GP75,6,GP75,True
seed6:GP76,6,GP76,True
seed6:GP77,6,GP77,True
seed6:GP78,6,GP78,True
seed6:GP79,6,GP79,True
seed6:GP80,6,GP80,True
seed6:GP81,6,GP81,True
seed6:GP82,6,GP82,True
seed6:GP83,6,GP83,True
seed6:GP84,6,GP84,True
seed6:GP85,6,GP85,True
seed6:GP86,6,GP86,True
seed6:GP87,6,GP87,True
seed6:GP88,6,GP88,True
seed6:GP89,6,GP89,True
seed6:GP90,6,GP90,True
seed6:GP91,6,GP91,True
seed6:GP92,6,GP92,True
seed6:GP93,6,GP93,True
seed6:GP94,6,GP94,True
seed6:GP95,6,GP95,True
seed6:GP96,6,GP96,True
seed6:GP97,6,GP97,True
seed6:GP98,6,GP98,True
seed6:GP99,6,GP99,True
seed6:GP100,6,GP100,True
seed6:GP101,6,GP101,True
seed6:GP102,6,GP102,True
seed6:GP103,6,GP103,True
seed6:GP104,6,GP104,True
seed6:GP105,6,GP105,True
seed6:GP106,6,GP106,True
seed6:GP107,6,GP107,True
seed6:GP108,6,GP108,True
seed6:GP109,6,GP109,True
seed6:GP110,6,GP110,True
seed6:GP111,6,GP111,True
seed6:GP112,6,GP112,True
seed6:GP113,6,GP113,True
seed6:GP114,6,GP114,True
seed6:GP115,6,GP115,True
seed6:GP116,6,GP116,True
seed6:GP117,6,GP117,True
seed6:GP118,6,GP118,True
seed6:GP119,6,GP119,True
seed6:GP120,6,GP120,True
seed6:GP121,6,GP121,True
seed6:GP122,6,GP122,True
seed6:GP123,6,GP123,True
seed6:GP124,6,GP124,True
seed6:GP125,6,GP125,True
seed6:GP126,6,GP126,True
seed6:GP127,6,GP127,True
seed6:GP128,6,GP128,True
seed6:GP129,6,GP129,True
seed6:GP130,6,GP130,True
seed6:GP131,6,GP131,True
seed6:GP132,6,GP132,True
seed6:GP133,6,GP133,True
seed6:GP134,6,GP134,True
seed6:GP135,6,GP135,True
seed6:GP136,6,GP136,True
seed6:GP137,6,GP137,True
seed6:GP138,6,GP138,True
seed6:GP139,6,GP139,True
seed6:GP140,6,GP140,True
seed6:GP141,6,GP141,True
seed6:GP142,6,GP142,True
seed6:GP143,6,GP143,True
seed6:GP144,6,GP144,True
seed6:GP145,6,GP145,True
seed6:GP146,6,GP146,True
seed6:GP147,6,GP147,True
seed6:GP148,6,GP148,True
seed6:GP149,6,GP149,True
seed6:GP150,6,GP150,True
seed6:GP151,6,GP151,True
seed6:GP152,6,GP152,True
seed6:GP153,6,GP153,True
seed6:GP154,6,GP154,True
seed6:GP155,6,GP155,True
seed6:GP156,6,GP156,True
seed6:GP157,6,GP157,True
seed6:GP158,6,GP158,True
seed6:GP159,6,GP159,True
seed6:GP160,6,GP160,True
seed6:GP161,6,GP161,True
seed6:GP162,6,GP162,True
seed6:GP163,6,GP163,True
seed6:GP164,6,GP164,True
seed6:GP165,6,GP165,True
seed6:GP166,6,GP166,True
seed6:GP167,6,GP167,True
seed6:GP168,6,GP168,True
seed6:GP169,6,GP169,True
seed6:GP170,6,GP170,True
seed6:GP171,6,GP171,True
seed6:GP172,6,GP172,True
seed6:GP173,6,GP173,True
seed6:GP174,6,GP174,True
seed6:GP175,6,GP175,True
seed6:GP176,6,GP176,True
seed6:GP177,6,GP177,True
seed6:GP178,6,GP178,True
seed6:GP179,6,GP179,True
seed6:GP180,6,GP180,True
seed6:GP181,6,GP181,True
seed6:GP182,6,GP182,True
seed6:GP183,6,GP183,True
seed6:GP184,6,GP184,True
seed6:GP185,6,GP185,True
seed6:GP186,6,GP186,True
seed6:GP187,6,GP187,True
seed6:GP188,6,GP188,True
seed6:GP189,6,GP189,True
seed6:GP190,6,GP190,True
seed6:GP191,6,GP191,True
seed6:GP192,6,GP192,True
seed6:GP193,6,GP193,True
seed6:GP194,6,GP194,True
seed6:GP195,6,GP195,True
seed6:GP196,6,GP196,True
