gp_idx,total_loading,mean_loading,frac_active,entropy,f_stat_level1,f_stat_cluster,eta_sq_level1,eta_sq_cluster,gini_cluster,n_strong_genes,max_gene_effect,match_count,mean_corr,group_idx,within_group_pos
25,8067.4819578104625,0.012731080408863822,0.012828160408026713,8.999039604137224,795.858530235103,523.3782638995758,0.009947580865873442,0.08537713464255094,0.806716312394772,1596,1.697379,4,0.7555119938546553,6,1
26,6040.859199441757,0.009532920508394967,0.010301664552048024,8.740506610026198,172.42132733189695,65.75296188932947,0.0021720512171444863,0.011591394246144379,0.7126555914566762,490,0.485811,1,0.6550422429840003,6,2
27,7266.8255331202445,0.01146758563119827,0.012190618667979623,8.912713497540235,242.97043600385254,391.1236553032319,0.00305806499066232,0.06520968829511355,0.823274451028553,813,1.0711002,1,0.740140753784456,6,3
28,7257.524653362014,0.011452908158265024,0.013116947879384678,8.939142714659393,355.3646002134666,132.79315037531285,0.004466357861523287,0.023136278008365905,0.781753762682478,557,0.58036464,7,0.9038349401703343,7,0
29,6289.342177577064,0.009925044939712954,0.010506814121865157,8.764478037693811,476.73369757672344,155.48854590641312,0.0059826449724884245,0.026983751784879238,0.7454477368461054,1175,1.6079634,0,,7,1
30,18604.117492453337,0.02935866692618614,0.02979245175828962,9.836546096039042,2309.8344473756238,1792.707614305794,0.02833484847355797,0.24227344268413925,0.8346879411830272,1167,0.99471104,7,0.6712417796622362,7,2
31,8903.3245011563,0.014050101471958105,0.0141742572007499,9.097718731729918,132.14085644586729,714.8627204411472,0.0016654692693917304,0.1130811862170531,0.8378984814930215,873,1.2231349,9,0.9515346621963858,7,3
32,11205.823870821541,0.017683614973427672,0.017726500905814256,9.325083785527182,8725.31046868743,9904.932521863657,0.09922490109769502,0.6385439838246312,0.9262775301374949,1519,2.3090377,9,0.958847885921351,8,0
33,11739.393228339944,0.01852562669775463,0.018924258778823515,9.378153027280526,1375.2483528774544,1193.6454199892212,0.017065890434894586,0.17552422833684106,0.811450424513458,649,0.69095695,5,0.7868546289379527,8,1
34,6699.1656285275685,0.01057177651404733,0.011608309504421762,8.845262815063485,159.6083842622951,218.20215143037595,0.0020109667209614666,0.03745949192085864,0.7321858086282006,416,0.3610592,4,0.8430784948906709,8,2
35,5818.131220838641,0.009181439362266746,0.010558890551126429,8.720414918972958,61.02996263196906,58.07475378051579,0.0007698959360777653,0.010251702137794772,0.7536135604434759,99,0.26364708,2,0.8426174170924876,8,3
36,4556.71251746988,0.007190827790302233,0.008349587491557306,8.472917212073227,181.64454987336342,46.28116088038193,0.002287973512662279,0.008186870777719414,0.7253151632715374,241,0.33194184,7,0.7580580890237023,9,0
37,5978.735110550423,0.009434884122923134,0.009815617878942817,8.70847959957663,130.18131452744566,166.2650801867695,0.0016408122325686468,0.028800068956230006,0.6678399298495588,621,0.6281446,6,0.6514259069629702,9,1
38,27326.839362591763,0.043123764151519944,0.04527335391141326,10.232935128973551,7874.569681471994,1795.5086032905267,0.09042504574494074,0.2425601613005186,0.9245941898158092,1244,2.0034683,7,0.9163635733432403,9,2
39,4833.13111879264,0.007627036691462369,0.010124920307282494,8.579023704703598,32.87012524111864,31.038094456629963,0.000414805577368081,0.005505304690450592,0.6674286031905922,238,0.3361659,0,,9,3
40,3226.57010619617,0.0050917651482381915,0.0068204341596126775,8.18879126457468,108.65577652519652,39.944286937999244,0.0013698748627702195,0.007073843749180981,0.768412078705721,143,0.29210734,6,0.7991594824157683,10,0
41,16672.6458570609,0.026310662502226502,0.0269961053143207,9.731605262695957,8567.566580370523,1461.9512634124771,0.09760611871542448,0.2068184719663726,0.7858820886300968,510,0.5114914,2,0.7872841075108352,10,1
42,11935.768932971514,0.018835522015660036,0.019138876790324517,9.393214789106043,2638.83992785496,3102.6217053047135,0.03224065338726035,0.356236816429943,0.929827669449014,1215,1.3310224,9,0.8556093849714662,10,2
